排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量估算,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,配送方式,商品链接,完整详情
91,B0FL4WYCDH,PAW SOME 100%可生物降解狗狗湿巾，纹理设计，最佳清洁，20x20厘米，柔软低敏环保，材质坚固安全，适用所有宠物（3包装）,Compa Wipes,4.8,41,206.9,342,评论数推算(评论率1.2%),2025-08-04,10,1,Zavix Brands,第三方(墨西哥),墨西哥,FBA,https://www.amazon.com.mx/dp/B0FL4WYCDH,True
92,B0CPLNZZ2T,LUDOS湿巾，猫狗日常使用，含芦荟和维生素E，每包80片。,LUDOS,4.7,484,37.24,1344,评论数推算(评论率1.2%),2023-12-06,30,2,Amazon Remates de Almacén,亚马逊自营,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CPLNZZ2T,True
93,B0DM71HJ2P,Fancy Pets MS 犬猫益生菌 60片,Fancy Pets,4.5,292,238.52,1281,评论数推算(评论率1.2%),2024-11-06,19,1,Amazon México,亚马逊自营,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0DM71HJ2P,True
94,B07RWF8X9P,Arm & Hammer 超级除臭喷雾（适用于犬只）| 最佳除臭喷雾，适合所有犬只及幼犬，猕猴桃花香，8盎司,Arm & Hammer,4.5,14709,88.0,15919,评论数推算(评论率1.2%),2020-01-24,77,1,Amazon México,亚马逊自营,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07RWF8X9P,True
95,B08JRVB4BH,Minino Plus 湿粮，金枪鱼肉块口味，85克，灰色，24包装,LQNQ,4.8,546,240.0,659,评论数推算(评论率1.2%),2020-09-22,69,1,Amazon México,亚马逊自营,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JRVB4BH,True
96,B096N1C82L,Purina One 成年小型犬和迷你犬鸡肉牛肉味 3.5公斤,Purina One Dry Perro,4.7,243,285.09,338,评论数推算(评论率1.2%),2021-06-04,60,1,Amazon México,亚马逊自营,,亚马逊自营配送,https://www.amazon.com.mx/dp/B096N1C82L,True
97,B075NLFVH8,宝路 DENTASTIX 成犬零食 7支装 口腔护理 清洁牙齿 对抗牙结石,Pedigree,4.8,568,77.0,451,评论数推算(评论率1.2%),2017-09-11,105,2,Amazon México,亚马逊自营,,亚马逊自营配送,https://www.amazon.com.mx/dp/B075NLFVH8,True
98,B09NF9NPZ6,狗狗零食 牛皮棒 100%牛皮 100根（混合装）,Canine Chews,4.7,248,189.0,626,评论数推算(评论率1.2%),2023-09-28,33,6,Tienda Oficial de Canine Chews,品牌方(墨西哥),墨西哥,FBA,https://www.amazon.com.mx/dp/B09NF9NPZ6,True
99,B09Y1RNQXL,Pedigree 小型犬鸡肉味软包，含天然成分、蛋白质和纤维，24包，每包100克,Pedigree,4.8,620,227.9,1033,评论数推算(评论率1.2%),2022-04-15,50,1,Amazon México,亚马逊自营,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1RNQXL,True
100,B07BDX6TWS,Perfect Sense 成人 SB 8千克,Perfect Sense,4.7,843,879.0,710,评论数推算(评论率1.2%),2018-03-12,99,3,Amazon México,亚马逊自营,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07BDX6TWS,True
